id_contrato,id_cliente,data_referencia,inadimplente_30d,n_parcelas,valor_parcela,renda_declarada_tratada,canal_venda,tenure_dias,comprometimento_renda,qtd_contratos_parcelados,qtd_compras,ticket_medio_compras,qtd_compra_informatica,qtd_compra_moveis,qtd_compra_eletro,qtd_compra_cama_mesa_banho,dias_desde_ultima_compra,qtd_parcelas_vencidas,qtd_parcelas_pagas,qtd_parcelas_pendentes,qtd_atrasos_positivos,qtd_atrasos_pagos,payment_late_rate,payment_mean_delay,payment_max_delay,payment_sum_delay,payment_mean_delay_paid,payment_max_delay_paid,qtd_sac_telefone,qtd_sac_whatsapp,qtd_sac_loja,qtd_sac_site,score_bureau,tem_consulta_bureau,dias_desde_consulta_bureau
C01811,CLI00119,2025-08-16,0,12,167.52,2871.29,Loja física,353,0.05834311407067904,1,3,819.9066666666668,0,0,2,1,425.0,11,11,0,5,5,0.45454545454545453,1.6363636363636365,12,18,3.6,12.0,0,0,0,0,751,1,354
C01813,CLI01956,2026-01-15,1,12,60.99,5265.09,Loja física,173,0.011583847569557215,2,2,284.25,1,1,0,0,22.0,5,5,0,3,3,0.6,4.0,10,20,6.666666666666667,10.0,0,0,0,0,671,1,173
C01815,CLI00095,2025-07-07,0,12,409.08,3146.99,Loja física,353,0.12999088017438887,1,3,1558.8866666666665,0,2,0,1,466.0,11,11,0,6,6,0.5454545454545454,7.454545454545454,25,82,13.666666666666666,25.0,0,0,1,0,665,1,354
C01816,CLI01549,2025-02-26,1,6,408.52,2076.04,Loja física,173,0.1967784821101713,1,1,1259.65,1,0,0,0,382.0,5,5,0,4,4,0.8,5.6,22,28,7.0,22.0,1,1,0,0,518,1,175
C01817,CLI02054,2025-05-02,0,6,243.37,4738.31,Loja física,173,0.05136219453771492,1,0,,0,0,0,0,,5,5,0,1,1,0.2,2.2,11,11,11.0,11.0,0,0,0,0,773,1,175
C01818,CLI00042,2025-09-14,1,10,87.41,2524.07,Loja física,293,0.03463057680650695,2,5,636.76,2,2,0,1,161.0,9,8,1,5,4,0.5555555555555556,4.666666666666667,23,42,4.75,7.0,0,0,0,0,660,1,295
C01819,CLI01520,2026-02-03,0,10,143.8,1254.04,Loja física,203,0.11466938853625085,2,0,,0,0,0,0,,6,6,0,5,5,0.8333333333333334,12.5,20,75,15.0,20.0,1,2,0,0,609,1,206
C01820,CLI02539,2026-01-11,0,6,150.37,3482.77,Loja física,113,0.04317540348630544,2,4,1364.905,0,0,1,3,244.0,3,3,0,2,2,0.6666666666666666,8.666666666666666,24,26,13.0,24.0,0,0,1,0,800,1,113
C01821,CLI02566,2026-02-01,0,24,53.92,1698.38,Loja física,113,0.03174790094089662,1,0,,0,0,0,0,,3,3,0,2,2,0.6666666666666666,11.333333333333334,22,34,17.0,22.0,0,0,0,0,610,1,114
C01822,CLI02070,2025-10-16,0,10,85.91,4505.85,Loja física,293,0.019066324888755728,1,0,,0,0,0,0,,9,9,0,2,2,0.2222222222222222,2.5555555555555554,21,23,11.5,21.0,0,0,0,0,673,1,293
C01823,CLI02319,2026-01-28,0,24,58.91,2918.93,Loja física,383,0.020182053012576525,2,2,967.645,0,1,0,1,535.0,12,12,0,6,6,0.5,0.5833333333333334,2,7,1.1666666666666667,2.0,0,0,0,0,776,1,385
C01824,CLI02010,2025-12-09,0,10,101.82,3091.93,Loja física,293,0.03293088782734409,1,2,2223.58,0,2,0,0,710.0,9,9,0,0,0,0.0,0.0,0,0,,,0,2,0,0,813,1,295
C01825,CLI02629,2025-06-06,0,6,183.29,1725.84,Loja física,173,0.10620335604691049,3,2,559.72,1,0,0,1,28.0,5,5,0,2,2,0.4,4.2,13,21,10.5,13.0,0,0,0,1,814,1,176
C01826,CLI02096,2025-12-17,0,10,231.29,2838.08,Loja física,293,0.08149523621603337,2,1,1440.3,0,1,0,0,389.0,9,9,0,2,2,0.2222222222222222,4.222222222222222,20,38,19.0,20.0,1,0,1,0,697,1,294
C01827,CLI01416,2025-12-10,1,18,196.56,5280.17,Site,533,0.03722607416049104,2,1,775.66,0,0,1,0,589.0,17,17,0,5,5,0.29411764705882354,0.4117647058823529,2,7,1.4,2.0,0,2,0,1,767,1,535
C01828,CLI02594,2026-01-29,0,12,105.01,1949.04,Site,83,0.05387780650987153,3,2,401.515,1,0,1,0,157.0,2,2,0,1,1,0.5,2.5,5,5,5.0,5.0,0,0,0,0,816,1,83
C01829,CLI00504,2026-01-18,0,18,69.06,5515.83,Site,143,0.012520327856369758,1,1,831.96,0,1,0,0,624.0,4,4,0,0,0,0.0,0.0,0,0,,,0,0,1,0,847,1,145
C01830,CLI02287,2026-01-30,0,12,363.8,3879.08,Loja física,263,0.09378512430782557,3,3,1162.63,1,0,0,2,136.0,8,8,0,2,2,0.25,0.375,2,3,1.5,2.0,0,0,0,0,633,1,264
C01831,CLI00121,2025-12-09,1,10,256.55,2677.03,Loja física,293,0.09583381583321815,3,1,555.31,0,0,0,1,602.0,9,9,0,2,2,0.2222222222222222,2.111111111111111,18,19,9.5,18.0,0,1,0,0,723,1,295
C01832,CLI02751,2026-01-29,1,24,43.91,2392.18,Loja física,593,0.01835564213395313,4,6,1382.9433333333334,3,2,0,1,561.0,19,19,0,4,4,0.21052631578947367,0.3157894736842105,2,6,1.5,2.0,0,0,0,0,787,1,595
C01833,CLI02458,2026-01-21,0,12,381.66,5633.1,Loja física,323,0.06775310219949938,1,3,1387.32,0,2,1,0,230.0,10,10,0,6,6,0.6,6.8,22,68,11.333333333333334,22.0,0,0,0,0,704,1,325
C01834,CLI00004,2026-01-18,0,24,145.38,1334.21,Televendas,83,0.10896335659304007,1,2,1823.155,1,1,0,0,133.0,2,2,0,1,1,0.5,1.0,2,2,2.0,2.0,0,0,0,0,620,1,83
C01835,CLI02655,2025-07-10,1,12,219.98,1842.54,Site,353,0.11938953835466258,1,3,795.4866666666667,1,2,0,0,77.0,11,11,0,7,7,0.6363636363636364,8.909090909090908,24,98,14.0,24.0,0,1,0,0,585,1,353
C01836,CLI02214,2025-08-19,1,10,67.42,2021.57,Loja física,293,0.03335031683295656,2,1,1413.25,1,0,0,0,284.0,9,9,0,2,2,0.2222222222222222,0.3333333333333333,2,3,1.5,2.0,0,0,0,0,936,1,296
C01837,CLI00621,2026-01-09,1,24,96.39,2077.61,Loja física,323,0.04639465539730748,2,4,927.865,3,0,1,0,252.0,10,10,0,5,5,0.5,5.2,23,52,10.4,23.0,0,0,1,0,878,1,326
C01839,CLI01668,2026-01-28,1,12,173.21,1492.48,Loja física,323,0.1160551565180103,3,8,982.13375,4,0,2,2,101.0,10,10,0,5,5,0.5,4.3,13,43,8.6,13.0,2,0,0,2,754,1,326
C01840,CLI02399,2026-01-17,1,24,28.76,1368.27,Loja física,143,0.021019243278008,3,2,783.28,0,0,1,1,568.0,4,4,0,2,2,0.5,5.5,15,22,11.0,15.0,0,0,0,0,535,1,146
C01841,CLI00943,2025-06-18,0,12,167.82,2505.8,Loja física,353,0.06697262351344879,1,0,,0,0,0,0,,11,11,0,4,4,0.36363636363636365,0.45454545454545453,2,5,1.25,2.0,0,0,0,0,718,1,354
C01842,CLI00883,2026-01-21,0,18,29.6,3258.81,Loja física,293,0.009083070200471952,2,3,379.43,3,0,0,0,175.0,9,9,0,2,2,0.2222222222222222,0.3333333333333333,2,3,1.5,2.0,0,0,1,0,714,1,295
C01843,CLI00088,2025-11-12,0,10,141.86,1038.35,Site,293,0.13662059999036935,4,4,826.7149999999999,1,2,0,1,122.0,9,9,0,4,4,0.4444444444444444,2.2222222222222223,17,20,5.0,17.0,0,1,0,0,652,1,296
C01844,CLI02726,2026-01-09,0,18,62.93,2506.39,Loja física,173,0.025107824400831476,1,0,,0,0,0,0,,5,5,0,3,3,0.6,2.0,8,10,3.3333333333333335,8.0,0,0,0,0,639,1,176
C01845,CLI00790,2026-01-15,1,18,197.05,3190.12,Loja física,293,0.06176883628202075,1,1,558.93,0,1,0,0,493.0,9,8,1,7,6,0.7777777777777778,13.333333333333334,23,120,16.166666666666668,23.0,1,0,0,1,612,1,295
C01846,CLI02134,2026-01-15,1,24,278.79,2659.82,Loja física,533,0.1048153634456467,1,2,578.145,0,0,2,0,222.0,17,17,0,6,6,0.35294117647058826,1.6470588235294117,13,28,4.666666666666667,13.0,0,0,0,0,779,1,533
C01847,CLI01684,2026-02-03,0,10,226.06,2003.28,Loja física,203,0.11284493430773532,3,5,914.65,0,2,3,0,295.0,6,6,0,2,2,0.3333333333333333,4.0,22,24,12.0,22.0,0,0,0,0,708,1,204
C01848,CLI01634,2025-09-14,0,6,298.37,2401.09,Loja física,173,0.12426439658655027,2,4,847.4324999999999,1,1,2,0,118.0,5,5,0,2,2,0.4,5.6,19,28,14.0,19.0,1,2,0,0,658,1,175
C01850,CLI02034,2025-07-27,1,6,73.45,2179.98,Loja física,173,0.03369296966027211,1,0,,0,0,0,0,,5,5,0,5,5,1.0,10.4,22,52,10.4,22.0,0,3,0,0,434,1,175
C01851,CLI00998,2026-01-27,0,18,191.74,3118.3,Televendas,203,0.06148863162620659,3,2,897.13,1,0,0,1,68.0,6,6,0,1,1,0.16666666666666666,0.3333333333333333,2,2,2.0,2.0,0,0,0,0,928,1,204
C01852,CLI00997,2026-01-27,0,24,193.61,7750.9,Site,383,0.02497903469274536,1,0,,0,0,0,0,,12,12,0,7,7,0.5833333333333334,5.916666666666667,23,71,10.142857142857142,23.0,0,0,2,0,501,1,383
C01853,CLI01152,2026-01-20,0,18,195.32,2458.65,Loja física,503,0.07944197018689117,3,4,1311.355,2,0,1,1,49.0,16,16,0,5,5,0.3125,2.5625,24,41,8.2,24.0,1,0,1,0,742,1,505
C01854,CLI01521,2025-12-12,0,12,83.63,1250.66,Loja física,353,0.06686869332992179,2,4,800.755,0,1,2,1,297.0,11,11,0,3,3,0.2727272727272727,3.1818181818181817,26,35,11.666666666666666,26.0,0,0,0,0,683,1,353
C01855,CLI01766,2026-01-09,1,18,171.2,1710.51,Site,323,0.10008710852318899,3,2,740.305,1,0,1,0,470.0,10,10,0,7,7,0.7,9.3,22,93,13.285714285714286,22.0,0,0,0,0,554,1,326
C01856,CLI02714,2026-02-02,0,12,136.69,3242.89,Site,353,0.04215067424426977,1,0,,0,0,0,0,,11,11,0,4,4,0.36363636363636365,2.6363636363636362,19,29,7.25,19.0,0,0,0,0,551,1,356
C01857,CLI00716,2026-01-13,1,18,61.42,1982.84,Televendas,473,0.030975772124831054,4,4,1103.4375,0,2,1,1,113.0,15,15,0,9,9,0.6,4.4,25,66,7.333333333333333,25.0,0,0,0,0,513,1,476
C01858,CLI02158,2026-01-31,0,10,114.61,2246.94,Loja física,233,0.051007147498375566,3,3,468.00666666666666,1,2,0,0,8.0,7,7,0,2,2,0.2857142857142857,0.2857142857142857,1,2,1.0,1.0,0,0,0,0,731,1,236
C01859,CLI01318,2026-02-06,1,6,393.32,4811.33,Loja física,173,0.08174870565934991,2,3,554.2266666666667,1,0,1,1,256.0,5,5,0,2,2,0.4,5.2,22,26,13.0,22.0,1,1,0,0,660,1,175
C01860,CLI02125,2026-01-09,1,18,176.54,2560.46,Loja física,263,0.06894854830772595,1,1,360.62,1,0,0,0,834.0,8,8,0,2,2,0.25,3.75,19,30,15.0,19.0,1,0,0,0,707,1,266
C01861,CLI02690,2025-07-19,0,10,318.75,2455.37,Loja física,293,0.12981750204653475,2,1,461.39,1,0,0,0,264.0,9,9,0,3,3,0.3333333333333333,3.2222222222222223,25,29,9.666666666666666,25.0,0,2,0,0,978,1,296
C01862,CLI02408,2025-08-24,0,12,349.5,2647.59,Site,353,0.1320068439599787,1,1,3153.09,0,0,0,1,341.0,11,11,0,6,6,0.5454545454545454,4.909090909090909,23,54,9.0,23.0,0,0,0,0,574,1,354
C01863,CLI02214,2026-01-09,0,12,157.99,2304.23,Loja física,353,0.06856520399439292,2,1,1413.25,1,0,0,0,427.0,11,11,0,5,5,0.45454545454545453,5.090909090909091,17,56,11.2,17.0,0,0,0,1,600,1,353
C01864,CLI00186,2026-01-16,1,18,481.14,1974.41,Loja física,143,0.24368798780395154,1,3,622.4666666666667,1,2,0,0,389.0,4,4,0,1,1,0.25,6.25,25,25,25.0,25.0,1,0,0,0,667,1,143
C01865,CLI01638,2025-08-17,1,12,218.95,2176.98,Loja física,353,0.10057510863673529,1,4,1671.0025,2,0,1,1,195.0,11,11,0,8,8,0.7272727272727273,5.636363636363637,24,62,7.75,24.0,1,0,0,0,728,1,355
C01866,CLI00311,2026-01-17,0,18,44.84,3421.67,Site,353,0.01310471202658351,2,2,738.565,0,1,0,1,287.0,11,11,0,3,3,0.2727272727272727,0.5454545454545454,2,6,2.0,2.0,0,1,0,0,774,1,355
C01867,CLI00134,2025-07-16,0,6,111.68,3062.18,Loja física,173,0.03647074959669255,3,6,921.8449999999999,1,0,3,2,57.0,5,5,0,3,3,0.6,4.0,16,20,6.666666666666667,16.0,0,0,0,0,579,1,176
C01868,CLI02723,2026-01-21,0,18,127.58,5350.4,Loja física,323,0.023844946172248804,1,1,733.61,0,1,0,0,514.0,10,10,0,2,2,0.2,0.4,2,4,2.0,2.0,0,2,0,0,590,1,324
C01869,CLI01840,2024-12-22,0,6,716.42,3755.36,Loja física,173,0.1907726556175706,2,0,,0,0,0,0,,5,5,0,3,3,0.6,5.6,21,28,9.333333333333334,21.0,0,0,1,0,770,1,174
C01870,CLI00563,2026-01-24,0,18,57.88,1464.18,Loja física,323,0.03953065879878157,1,2,641.125,1,0,1,0,540.0,10,10,0,2,2,0.2,0.3,2,3,1.5,2.0,1,0,0,0,685,1,324
C01871,CLI00879,2025-10-11,0,12,121.89,3332.46,Loja física,353,0.03657658306476297,1,1,771.61,0,0,0,1,616.0,11,11,0,5,5,0.45454545454545453,6.0,24,66,13.2,24.0,1,0,0,0,699,1,353
C01873,CLI01522,2026-01-15,1,18,78.75,1851.19,Loja física,413,0.04254020386886273,2,4,350.42499999999995,1,0,1,2,88.0,13,13,0,4,4,0.3076923076923077,2.8461538461538463,14,37,9.25,14.0,0,0,1,0,781,1,414
C01874,CLI00515,2026-01-31,0,12,211.64,2714.65,Site,353,0.07796216823531578,3,6,1595.8633333333335,1,2,0,3,116.0,11,11,0,7,7,0.6363636363636364,8.545454545454545,22,94,13.428571428571429,22.0,2,0,0,1,631,1,356
C01875,CLI00043,2025-06-30,0,12,90.03,4707.92,Loja física,353,0.019123094699994903,2,2,586.35,1,0,0,1,389.0,11,11,0,5,5,0.45454545454545453,1.6363636363636365,13,18,3.6,13.0,0,0,1,0,942,1,356
C01876,CLI00370,2025-12-06,1,10,115.52,1924.29,Site,293,0.060032531479142955,3,3,1118.2866666666666,1,1,1,0,170.0,9,9,0,5,5,0.5555555555555556,6.0,25,54,10.8,25.0,0,0,0,1,760,1,296
C01877,CLI02751,2026-01-20,0,10,278.28,3399.56,Loja física,263,0.08185765216675099,4,6,1382.9433333333334,3,2,0,1,552.0,8,8,0,5,5,0.625,4.625,12,37,7.4,12.0,0,1,2,1,586,1,263
C01878,CLI00318,2025-11-18,1,12,231.09,2498.48,Loja física,353,0.09249223527904966,3,2,1493.145,0,1,0,1,86.0,11,11,0,2,2,0.18181818181818182,2.3636363636363638,24,26,13.0,24.0,0,0,0,1,700,1,356
C01879,CLI01908,2025-07-19,1,10,660.91,3030.65,Loja física,293,0.21807533037467208,1,1,1340.89,0,0,0,1,838.0,9,9,0,4,4,0.4444444444444444,5.333333333333333,23,48,12.0,23.0,0,0,1,0,662,1,295
C01880,CLI00094,2026-01-14,1,24,199.42,2442.25,Loja física,293,0.08165421230422765,2,4,652.2249999999999,1,2,0,1,100.0,9,9,0,9,9,1.0,15.333333333333334,26,138,15.333333333333334,26.0,1,0,0,0,590,1,293
C01881,CLI01787,2025-11-04,1,10,177.75,1624.27,Site,293,0.10943377640416926,3,5,528.646,1,2,1,1,342.0,9,8,1,6,5,0.6666666666666666,9.555555555555555,23,86,12.6,23.0,1,0,0,0,686,1,294
C01882,CLI00595,2026-01-23,0,6,328.32,1925.38,Site,113,0.17052218263407742,3,3,734.1666666666666,1,1,1,0,109.0,3,3,0,2,2,0.6666666666666666,1.0,2,3,1.5,2.0,0,0,1,0,705,1,113
C01883,CLI02337,2025-07-13,0,12,165.83,1639.85,Loja física,353,0.10112510290575359,1,0,,0,0,0,0,,11,11,0,4,4,0.36363636363636365,2.272727272727273,11,25,6.25,11.0,0,0,0,0,742,1,355
C01884,CLI00037,2026-01-30,0,18,43.89,2362.98,Loja física,113,0.0185740040118833,2,3,767.4499999999999,1,0,2,0,85.0,3,3,0,1,1,0.3333333333333333,0.6666666666666666,2,2,2.0,2.0,0,0,0,1,731,1,113
C01886,CLI01033,2025-06-24,1,10,201.97,3615.34,Loja física,293,0.05586473194775595,2,3,1170.7666666666667,0,0,2,1,377.0,9,9,0,1,1,0.1111111111111111,2.5555555555555554,23,23,23.0,23.0,0,0,0,0,685,1,293
C01887,CLI02009,2026-01-25,0,18,51.8,1970.9,Site,83,0.026282409051702264,3,4,1261.3825000000002,2,1,1,0,102.0,2,2,0,0,0,0.0,0.0,0,0,,,0,0,0,0,670,1,85
C01888,CLI02741,2026-01-24,0,10,75.83,3919.46,Loja física,143,0.019347052910349896,1,0,,0,0,0,0,,4,4,0,0,0,0.0,0.0,0,0,,,0,0,0,0,529,1,143
C01889,CLI01085,2026-02-01,0,24,111.29,2778.22,Loja física,593,0.040058022762776174,2,2,1123.3400000000001,1,1,0,0,38.0,19,19,0,5,5,0.2631578947368421,1.4736842105263157,22,28,5.6,22.0,0,0,0,0,669,1,593
C01890,CLI01385,2026-02-04,0,12,265.64,2185.75,Loja física,83,0.12153265469518472,4,5,1241.2400000000002,1,2,1,1,124.0,2,2,0,1,1,0.5,5.5,11,11,11.0,11.0,0,1,0,0,585,1,86
C01891,CLI00111,2025-07-04,0,10,122.47,3523.26,Loja física,293,0.03476042074669482,2,3,583.4333333333333,2,0,0,1,225.0,9,9,0,5,5,0.5555555555555556,0.5555555555555556,1,5,1.0,1.0,0,0,0,1,764,1,294
C01892,CLI00464,2025-08-12,0,6,303.29,2993.11,Loja física,173,0.10132938649097427,2,3,1202.7333333333333,0,1,1,1,62.0,5,5,0,1,1,0.2,2.2,11,11,11.0,11.0,0,0,0,0,612,1,175
C01894,CLI00264,2026-01-20,1,24,53.53,2636.86,Televendas,383,0.020300660634239208,2,6,949.945,2,1,2,1,252.0,12,12,0,6,6,0.5,8.0,26,96,16.0,26.0,0,0,2,0,723,1,386
C01895,CLI00308,2026-02-06,0,12,58.14,6001.42,Loja física,323,0.009687707242619246,3,6,828.4683333333334,4,1,0,1,296.0,10,10,0,3,3,0.3,2.0,16,20,6.666666666666667,16.0,0,0,0,0,692,1,323
C01896,CLI01881,2026-01-27,1,18,33.9,3295.1,Site,83,0.010288003398986374,2,2,919.4449999999999,0,1,0,1,133.0,2,2,0,1,1,0.5,1.0,2,2,2.0,2.0,0,0,0,0,550,1,83
C01897,CLI02117,2026-01-14,1,12,510.68,2485.43,Loja física,233,0.20546947610675015,3,4,710.485,1,1,1,1,402.0,7,7,0,5,5,0.7142857142857143,11.571428571428571,24,81,16.2,24.0,1,0,1,0,662,1,236
C01898,CLI02617,2026-02-04,1,12,271.5,1563.14,Televendas,353,0.1736888570441547,2,1,643.3,0,1,0,0,171.0,11,11,0,9,9,0.8181818181818182,7.090909090909091,22,78,8.666666666666666,22.0,2,2,0,0,557,1,356
C01900,CLI01431,2026-02-03,0,6,111.07,4039.58,Loja física,113,0.02749543269349784,1,2,619.53,0,2,0,0,486.0,3,3,0,0,0,0.0,0.0,0,0,,,1,0,0,0,763,1,116
C01901,CLI01457,2025-12-24,0,18,134.59,2829.45,Site,533,0.04756754846348231,1,0,,0,0,0,0,,17,17,0,6,6,0.35294117647058826,2.7058823529411766,20,46,7.666666666666667,20.0,1,0,1,0,852,1,533
C01902,CLI00211,2025-07-11,0,12,205.03,1383.95,Loja física,353,0.14814841576646554,2,2,1023.5550000000001,0,1,1,0,163.0,11,11,0,4,4,0.36363636363636365,1.8181818181818181,15,20,5.0,15.0,1,1,0,0,655,1,356
C01903,CLI02708,2026-01-21,1,6,848.22,3882.81,Loja física,143,0.21845519095706462,3,5,880.908,1,1,3,0,99.0,4,4,0,2,2,0.5,5.25,13,21,10.5,13.0,0,0,1,0,679,1,145
C01904,CLI01397,2026-01-16,0,10,152.81,2941.1,Loja física,233,0.05195675087552277,1,2,848.63,0,2,0,0,95.0,7,7,0,4,4,0.5714285714285714,7.142857142857143,15,50,12.5,15.0,0,0,1,0,518,1,233
C01905,CLI02113,2025-11-26,1,6,269.46,2929.88,Loja física,173,0.09196963698171938,1,0,,0,0,0,0,,5,5,0,4,4,0.8,12.6,26,63,15.75,26.0,0,0,0,0,688,1,174
C01906,CLI01053,2026-01-10,0,24,83.48,3748.6,Loja física,263,0.02226964733500507,1,2,649.47,1,0,0,1,174.0,8,8,0,2,2,0.25,4.125,17,33,16.5,17.0,0,0,0,0,721,1,263
C01907,CLI01018,2026-02-06,1,6,308.89,2529.94,Site,83,0.12209380459615642,2,4,529.5675,2,0,1,1,410.0,2,2,0,0,0,0.0,0.0,0,0,,,0,0,0,0,502,1,83
C01908,CLI01191,2026-01-31,0,12,75.39,2611.63,Loja física,173,0.028867029403093086,2,4,808.8575000000001,0,0,1,3,642.0,5,5,0,0,0,0.0,0.0,0,0,,,1,0,0,0,773,1,175
C01910,CLI01825,2026-01-11,0,18,72.22,3491.37,Loja física,323,0.020685289728673846,1,1,365.89,0,1,0,0,239.0,10,10,0,2,2,0.2,0.3,2,3,1.5,2.0,2,0,1,0,701,1,325
C01911,CLI02381,2025-08-17,1,6,998.15,2038.2,Loja física,173,0.4897213227357472,4,4,828.5274999999999,1,2,1,0,129.0,5,4,1,5,4,1.0,14.4,23,72,12.25,18.0,0,0,0,0,440,1,175
C01912,CLI01115,2026-01-19,1,18,142.27,5444.18,Loja física,173,0.026132493782351062,2,1,2069.93,1,0,0,0,180.0,5,5,0,1,1,0.2,0.4,2,2,2.0,2.0,0,0,1,0,856,1,175
C01913,CLI02485,2025-12-12,0,12,202.96,2266.04,Loja física,353,0.08956593881837921,2,2,1282.1399999999999,0,0,2,0,429.0,11,11,0,4,4,0.36363636363636365,2.0,13,22,5.5,13.0,0,0,0,0,754,1,355
C01914,CLI00241,2026-01-22,0,12,173.24,3740.53,Site,353,0.046314292359638874,2,2,893.87,2,0,0,0,49.0,11,11,0,1,1,0.09090909090909091,0.09090909090909091,1,1,1.0,1.0,0,0,0,0,793,1,354
C01915,CLI00538,2026-01-25,0,18,134.6,3175.97,Site,83,0.04238075296681014,2,3,1825.3500000000001,2,1,0,0,92.0,2,2,0,0,0,0.0,0.0,0,0,,,0,0,0,0,637,1,85
C01916,CLI01536,2026-01-11,1,12,471.81,4388.51,Loja física,173,0.10751029392664024,4,4,1318.23,0,1,3,0,234.0,5,5,0,0,0,0.0,0.0,0,0,,,0,0,0,0,630,1,175
C01918,CLI00336,2026-02-03,0,24,54.63,3935.09,Loja física,293,0.013882782858841857,1,1,254.27,0,0,0,1,221.0,9,9,0,5,5,0.5555555555555556,5.0,16,45,9.0,16.0,3,0,1,0,726,1,294
C01919,CLI00014,2026-01-19,0,18,140.02,2851.25,Loja física,233,0.04910828583954406,2,3,571.76,1,1,0,1,50.0,7,7,0,1,1,0.14285714285714285,0.14285714285714285,1,1,1.0,1.0,0,0,0,0,865,1,236
C01920,CLI02537,2026-01-09,1,18,43.13,3051.34,Loja física,173,0.01413477357488841,1,2,1438.1100000000001,2,0,0,0,542.0,5,5,0,2,2,0.4,6.8,22,34,17.0,22.0,0,1,0,0,591,1,173
C01921,CLI01425,2026-01-08,1,24,68.22,1698.83,Site,143,0.04015704926331652,3,2,1828.235,0,1,0,1,151.0,4,4,0,2,2,0.5,5.0,18,20,10.0,18.0,0,0,0,0,685,1,146
C01922,CLI00901,2026-01-27,1,12,236.28,1471.03,Televendas,143,0.16062214910640843,1,0,,0,0,0,0,,4,4,0,4,4,1.0,11.75,19,47,11.75,19.0,0,1,0,0,667,1,143
C01923,CLI02379,2026-01-18,1,18,56.66,2928.7,Loja física,473,0.01934646771605149,2,1,303.74,1,0,0,0,356.0,15,15,0,8,8,0.5333333333333333,4.533333333333333,25,68,8.5,25.0,0,0,0,0,673,1,475
C01924,CLI00775,2026-01-18,0,18,74.9,4036.92,Site,143,0.018553748897674464,1,1,648.65,0,1,0,0,439.0,4,4,0,1,1,0.25,5.5,22,22,22.0,22.0,0,0,0,0,620,1,143
C01925,CLI00678,2026-01-21,1,18,58.26,3862.92,Televendas,143,0.0150818551769128,1,1,314.2,0,0,1,0,172.0,4,3,1,3,2,0.75,11.0,23,44,10.5,19.0,0,0,2,0,728,1,146
C01926,CLI02058,2025-12-22,1,18,150.7,1719.82,Loja física,533,0.08762544917491365,2,1,403.23,1,0,0,0,499.0,17,17,0,10,10,0.5882352941176471,5.705882352941177,26,97,9.7,26.0,0,0,1,0,742,1,536
C01927,CLI00537,2026-01-15,0,10,126.76,3242.51,Site,293,0.03909317164789006,3,6,908.8433333333332,2,3,0,1,281.0,9,9,0,5,5,0.5555555555555556,0.8888888888888888,2,8,1.6,2.0,1,0,0,0,752,1,294
C01928,CLI01574,2026-01-17,0,12,98.02,4130.82,Loja física,233,0.023728944858405838,2,4,937.2375,2,0,0,2,270.0,7,7,0,1,1,0.14285714285714285,0.2857142857142857,2,2,2.0,2.0,0,0,0,0,698,1,234
C01929,CLI01504,2026-01-17,0,24,79.18,2514.28,Loja física,263,0.0314921170275387,1,0,,0,0,0,0,,8,8,0,3,3,0.375,1.25,6,10,3.3333333333333335,6.0,0,0,0,0,776,1,264
C01930,CLI02727,2026-02-02,1,10,977.39,3577.74,Loja física,203,0.2731864249498287,2,3,804.6700000000001,1,1,0,1,53.0,6,6,0,6,6,1.0,13.833333333333334,23,83,13.833333333333334,23.0,1,0,1,0,679,1,206
C01931,CLI01554,2026-02-02,0,18,54.66,2441.99,Loja física,263,0.0223833840433417,4,8,881.66625,1,2,3,2,74.0,8,8,0,3,3,0.375,2.125,14,17,5.666666666666667,14.0,0,0,0,0,816,1,265
C01932,CLI00677,2026-02-03,0,24,95.32,2421.99,Site,593,0.03935606670547773,1,1,2736.75,1,0,0,0,229.0,19,19,0,6,6,0.3157894736842105,1.263157894736842,18,24,4.0,18.0,0,0,0,0,709,1,594
C01933,CLI00530,2025-05-09,0,10,103.73,4618.58,Loja física,293,0.02245928402236185,2,3,1157.99,1,0,2,0,603.0,9,9,0,3,3,0.3333333333333333,0.5555555555555556,2,5,1.6666666666666667,2.0,1,0,0,0,765,1,295
C01934,CLI01614,2026-01-13,1,24,124.73,3534.52,Loja física,563,0.03528909158810815,2,3,367.3833333333334,1,0,2,0,245.0,18,18,0,11,11,0.6111111111111112,6.666666666666667,24,120,10.909090909090908,24.0,0,0,0,0,668,1,565
C01935,CLI00486,2025-09-09,0,10,118.61,2361.71,Loja física,293,0.050222084845302765,1,1,1135.05,0,0,1,0,80.0,9,9,0,1,1,0.1111111111111111,0.8888888888888888,8,8,8.0,8.0,0,0,0,0,880,1,296
C01936,CLI01057,2025-05-11,0,10,215.51,2945.97,Site,293,0.07315417332830952,1,2,614.9449999999999,0,0,1,1,451.0,9,9,0,3,3,0.3333333333333333,1.6666666666666667,12,15,5.0,12.0,0,1,1,0,693,1,294
C01937,CLI01880,2026-01-14,0,10,116.25,7060.01,Televendas,113,0.016465982342801215,4,7,657.6528571428571,3,1,2,1,363.0,3,3,0,0,0,0.0,0.0,0,0,,,0,0,0,0,863,1,113
C01938,CLI01157,2026-02-06,0,24,76.06,4156.89,Loja física,293,0.01829733286182699,1,0,,0,0,0,0,,9,9,0,3,3,0.3333333333333333,3.4444444444444446,25,31,10.333333333333334,25.0,0,0,1,1,521,1,295
